model_name,default_threshold,default_accuracy,default_precision,default_recall,default_f1,default_f_beta,best_threshold,best_accuracy,best_precision,best_recall,best_f1,best_f_beta
xgboost,0.5,0.749822316986496,0.5200729927007299,0.7620320855614974,0.6182212581344902,0.6971624266144814,0.34999999999999987,0.6936744847192609,0.45875542691751087,0.8475935828877005,0.5953051643192488,0.7247370827617741
